loc,subj_idx,rt,angle,response
1,28,5.061907116,105,1
1,28,1.589839927,106,1
1,28,2.078787999,70.5,2
1,28,1.710426467,93,1
1,28,2.32649683,109,1
1,28,2.654221676,98,1
1,28,2.993854566,102,1
1,28,1.547015405,104.5,1
1,28,1.570326603,84.5,2
1,28,2.394420031,92,1
1,28,2.579635839,82.5,2
1,28,1.401260484,108.5,1
1,28,1.290796599,96.5,1
1,28,1.311243582,89.5,2
1,28,2.470671986,103,1
1,28,1.412516011,77.5,2
1,28,1.952579783,94,1
1,28,1.753674691,86,2
1,28,3.209224071,94.5,1
1,28,1.524067521,74.5,2
1,28,1.421434798,81,2
1,28,1.198174315,85,2
1,28,1.174596464,80,2
1,28,2.167261656,83.5,2
1,28,2.125459529,70,2
1,28,3.001418951,73,2
1,28,1.458182326,108,1
1,28,3.134243152,92,1
1,28,1.294963457,77.5,2
1,28,2.152559251,106.5,1
1,28,1.537570972,95,1
1,28,1.375936855,82,2
1,28,1.188922071,87,2
1,28,2.318373028,109.5,1
1,28,1.28531096,82.5,2
1,28,1.615293121,100.5,1
1,28,1.546334059,102,1
1,28,2.564275639,89,2
1,28,5.392595136,78,2
1,28,3.029911134,91.5,1
1,28,1.546001213,79.5,2
1,28,1.321403389,72.5,2
1,28,1.287323715,109,1
1,28,4.94889468,102.5,1
1,28,1.836375296,106,1
1,28,3.336477826,84,2
1,28,3.23121793,81,2
1,28,1.866087417,96,1
1,28,1.153144893,104,1
1,28,1.361954392,106.5,1
1,28,1.9367439,100,1
1,28,1.81554285,72.5,2
1,28,1.599793668,85.5,2
1,28,2.071782436,107,1
1,28,1.727259523,95.5,1
1,28,1.506677017,87.5,2
1,28,2.854223005,94.5,1
1,28,2.469500747,103.5,1
1,28,1.736189478,92.5,1
1,28,6.164751234,70.5,2
1,28,2.189925094,75.5,2
1,28,1.774651843,108,1
1,28,0.938822626,102.5,1
1,28,1.89213694,75,2
1,28,4.232117157,99,1
1,28,1.228224025,97.5,1
1,28,2.061543175,86,2
1,28,2.089771636,107.5,1
1,28,0.882784648,74,2
1,28,3.33797239,98.5,1
1,28,4.4634869,101,1
1,28,3.203856549,77,2
1,28,1.576424996,76.5,2
1,28,1.559900936,85.5,2
1,28,1.491793937,86.5,2
1,28,1.890999729,100,1
1,28,1.30831811,78,2
1,28,1.205530772,93.5,1
1,28,1.030150535,95.5,1
1,28,0.93900322,103,1
1,28,5.487952175,81.5,2
1,28,2.442581501,83,2
1,28,1.61395156,76.5,2
1,28,1.251130324,82,2
1,28,1.856418423,88.5,2
1,28,1.619133464,83,2
1,28,1.231083862,98,1
1,28,1.40934903,80,2
1,28,1.906166516,104.5,1
1,28,1.128225721,104,1
1,28,3.047542815,78.5,2
1,28,1.543080481,71,2
1,28,1.031518386,73,2
1,28,1.017149209,79,2
1,28,3.713413888,88,2
1,28,2.144268552,97,1
1,28,1.41319342,99.5,1
1,28,2.680812621,87.5,2
1,28,1.362535129,84.5,2
1,28,1.959037446,92.5,1
1,28,1.577579365,97.5,1
1,28,1.276180109,99.5,1
1,28,3.100750378,103.5,1
1,28,2.243155129,110,1
1,28,2.303997608,83.5,2
1,28,1.836557817,101.5,1
1,28,1.816854748,88.5,2
1,28,1.983639898,74.5,2
1,28,1.871416957,85,2
1,28,1.528340059,88,2
1,28,1.698713512,79,2
1,28,1.042818796,70,2
1,28,1.55471047,84,2
1,28,1.609167074,107,1
1,28,1.278912354,108.5,1
1,28,4.079629796,91,1
1,28,3.189891142,105.5,1
1,28,1.363060939,107.5,1
1,28,2.787922542,93.5,1
1,28,1.584256968,97,1
1,28,1.324099797,80.5,2
1,28,2.42119819,75.5,2
1,28,2.87434652,72,2
1,28,1.947516474,71.5,2
1,28,1.66632431,73.5,2
1,28,1.356038957,71.5,2
1,28,1.383001214,99,1
1,28,2.957536346,72,2
1,28,1.592784221,75,2
1,28,1.836757424,87,2
1,28,1.075034183,77,2
1,28,1.3642788,76,2
1,28,1.364634478,94,1
1,28,2.927127266,96.5,1
1,28,1.477120952,96,1
1,28,1.491542017,105,1
1,28,2.424111641,86.5,2
1,28,0.940492936,74,2
1,28,2.719454461,110,1
1,28,1.125212149,100.5,1
1,28,1.327092469,79.5,2
1,28,1.773474417,101,1
1,29,1.067161847,98.5,1
1,29,2.193999206,89.5,2
1,29,0.970632245,73.5,2
1,29,5.526637009,91.5,1
1,29,1.017585098,105.5,1
1,29,0.928715695,109.5,1
1,29,1.342050377,89,2
1,29,1.229931111,93,1
1,29,5.432803993,95,1
1,29,0.986913727,78.5,2
1,29,0.87890426,76,2
1,29,0.844789303,101.5,1
1,29,0.905857389,71,2
1,29,0.898742779,80.5,2
1,29,1.195849522,81.5,2
1,29,0.874029053,105,1
1,29,0.893564985,70.5,2
1,29,1.032694458,93,1
1,29,0.853894849,109,1
1,29,0.952052439,98,1
1,29,0.915583501,102,1
1,29,0.718789471,104.5,1
1,29,1.411718063,84.5,2
1,29,0.934031634,82.5,2
1,29,0.826124413,108.5,1
1,29,0.865167074,96.5,1
1,29,1.044428152,89.5,2
1,29,0.93100083,103,1
1,29,5.026542328,77.5,2
1,29,1.499376247,94,1
1,29,1.281169922,86,2
1,29,1.182953388,94.5,1
1,29,1.412909962,74.5,2
1,29,1.020679985,81,2
1,29,1.007561888,85,2
1,29,1.540854542,80,2
1,29,1.209056668,83.5,2
1,29,1.084923415,70,2
1,29,1.032287384,73,2
1,29,0.848345644,108,1
1,29,1.140798522,92,1
1,29,0.846191458,77.5,2
1,29,0.885654649,106.5,1
1,29,0.891552577,95,1
1,29,1.156968509,82,2
1,29,1.08719123,87,2
1,29,1.429738025,109.5,1
1,29,1.257790718,82.5,2
1,29,0.984850505,100.5,1
1,29,8.776426612,102,1
1,29,1.951454401,90.5,1
1,29,3.226740519,89,2
1,29,1.913437079,78,2
1,29,2.059188549,91.5,1
1,29,4.236110891,90.5,1
1,29,4.496590028,79.5,2
1,29,0.901097928,72.5,2
1,29,1.096117116,109,1
1,29,5.421014017,102.5,1
1,29,0.974144496,106,1
1,29,1.140935736,84,2
1,29,1.064906445,81,2
1,29,8.828944558,96,1
1,29,1.272488228,104,1
1,29,0.821277989,106.5,1
1,29,0.93368394,100,1
1,29,1.136152563,72.5,2
1,29,1.0712096,85.5,2
1,29,1.203199164,107,1
1,29,1.097783067,95.5,1
1,29,0.939383565,87.5,2
1,29,1.757659095,94.5,1
1,29,4.157198261,103.5,1
1,29,1.443394242,92.5,1
1,29,1.144777813,70.5,2
1,29,0.898084421,75.5,2
1,29,0.829412312,108,1
1,29,6.896058503,102.5,1
1,29,0.813638993,75,2
1,29,1.163174912,99,1
1,29,0.910645301,97.5,1
1,29,1.348549419,86,2
1,29,1.295214641,107.5,1
1,29,1.219343619,74,2
1,29,3.420728621,98.5,1
1,29,1.340333782,101,1
1,29,0.85454802,77,2
1,29,0.689540556,76.5,2
1,29,1.409953545,85.5,2
1,29,0.879823225,86.5,2
1,29,1.197433483,100,1
1,29,2.071595802,78,2
1,29,1.22733484,93.5,1
1,29,0.917804694,95.5,1
1,29,0.89122349,103,1
1,29,1.477083754,81.5,2
1,29,0.885431254,76.5,2
1,29,1.212765564,82,2
1,29,1.075931865,88.5,2
1,29,0.750019144,83,2
1,29,1.119959768,98,1
1,29,0.678676062,80,2
1,29,0.826936493,104.5,1
1,29,1.051434228,104,1
1,29,1.222023852,78.5,2
1,29,1.023667156,71,2
1,29,6.058680393,73,2
1,29,1.910676562,79,2
1,29,4.105127544,88,2
1,29,1.16002396,99.5,1
1,29,1.325000801,87.5,2
1,29,1.033495866,84.5,2
1,29,1.462650263,92.5,1
1,29,1.111901197,97.5,1
1,29,0.824793743,99.5,1
1,29,9.483202347,103.5,1
1,29,0.788461161,110,1
1,29,1.096581554,83.5,2
1,29,0.846963186,101.5,1
1,29,1.444912589,88.5,2
1,29,1.459002737,74.5,2
1,29,0.973002631,85,2
1,29,1.067602698,88,2
1,29,0.773859746,79,2
1,29,1.079203971,70,2
1,29,0.821085308,84,2
1,29,1.039011291,107,1
1,29,1.196211269,108.5,1
1,29,1.192297126,91,1
1,29,0.881651009,105.5,1
1,29,0.880061227,107.5,1
1,29,1.261852317,93.5,1
1,29,0.791709832,97,1
1,29,0.854068667,80.5,2
1,29,1.196969416,75.5,2
1,29,1.071283528,72,2
1,29,1.113861935,71.5,2
1,29,1.150195242,73.5,2
1,29,0.974878794,71.5,2
1,29,1.277832539,99,1
1,29,1.150705249,72,2
1,29,1.220841776,75,2
1,29,1.151337695,87,2
1,29,0.849178133,77,2
1,29,0.709548252,76,2
1,29,1.136087838,94,1
1,29,1.007425069,96.5,1
1,29,1.017415634,96,1
1,29,0.938703097,105,1
1,29,1.312472553,86.5,2
1,29,1.004567122,74,2
1,29,1.090313762,110,1
1,29,1.32505066,100.5,1
1,29,1.671446075,79.5,2
1,29,1.276255531,101,1
1,3,1.9125,98.5,1
1,3,2.1445,89.5,2
1,3,1.9209,73.5,2
1,3,2.6108,91.5,1
1,3,1.5012,105.5,1
1,3,1.2751,109.5,1
1,3,1.9051,89,2
1,3,2.1069,93,1
1,3,2.3309,95,1
1,3,1.7531,78.5,2
1,3,1.5318,76,2
1,3,1.9752,101.5,1
1,3,1.5377,71,2
1,3,1.7781,80.5,2
1,3,1.7674,81.5,2
1,3,2.2516,105,1
1,3,1.9124,106,1
1,3,2.9382,70.5,2
1,3,2.2894,93,1
1,3,1.6547,109,1
1,3,1.7083,98,1
1,3,1.4942,102,1
1,3,2.0546,104.5,1
1,3,2.0864,84.5,2
1,3,2.3911,92,1
1,3,2.3205,82.5,2
1,3,1.4832,108.5,1
1,3,1.2127,96.5,1
1,3,1.6965,89.5,2
1,3,2.1821,103,1
1,3,3.0596,77.5,2
1,3,2.362,94,1
1,3,1.8756,86,2
1,3,1.5183,94.5,1
1,3,1.9282,74.5,2
1,3,1.415,81,2
1,3,2.1739,85,2
1,3,2.2089,80,2
1,3,2.1273,83.5,2
1,3,1.2817,70,2
1,3,2.5455,73,2
1,3,2.4932,108,1
1,3,2.9594,92,1
1,3,1.4769,77.5,2
1,3,2.1904,106.5,1
1,3,2.2182,95,1
1,3,2.406,82,2
1,3,1.3139,87,2
1,3,2.0929,109.5,1
1,3,1.6386,82.5,2
1,3,2.3745,100.5,1
1,3,2.7074,102,1
1,3,3.5047,90.5,1
1,3,2.8005,89,2
1,3,2.8943,78,2
1,3,2.1981,91.5,1
1,3,2.9166,90.5,1
1,3,6.9703,79.5,2
1,3,2.3465,72.5,2
1,3,1.238,109,1
1,3,2.5435,102.5,1
1,3,1.4065,106,1
1,3,2.1826,84,2
1,3,3.2342,81,2
1,3,1.7849,96,1
1,3,2.3311,104,1
1,3,2.1361,106.5,1
1,3,1.4604,100,1
1,3,2.0663,72.5,2
1,3,2.458,85.5,2
1,3,1.7789,107,1
1,3,1.7126,95.5,1
1,3,1.9455,87.5,2
1,3,1.6565,94.5,1
1,3,1.5654,103.5,1
1,3,1.9271,92.5,1
1,3,1.7061,70.5,2
1,3,2.1844,75.5,2
1,3,1.5075,108,1
1,3,3.4796,102.5,1
1,3,1.0789,75,2
1,3,2.007,99,1
1,3,1.2323,97.5,1
1,3,1.5598,86,2
1,3,1.8312,107.5,1
1,3,1.9682,74,2
1,3,1.4057,98.5,1
1,3,1.8206,101,1
1,3,1.3616,77,2
1,3,1.228,76.5,2
1,3,1.8939,85.5,2
1,3,2.1384,86.5,2
1,3,1.4874,100,1
1,3,1.9691,78,2
1,3,4.3034,93.5,1
1,3,2.5745,95.5,1
1,3,1.5747,103,1
1,3,2.1424,81.5,2
1,3,1.7623,83,2
1,3,1.7051,76.5,2
1,3,2.0796,82,2
1,3,2.0538,88.5,2
1,3,2.0492,83,2
1,3,1.7284,98,1
1,3,1.9675,80,2
1,3,1.2661,104.5,1
1,3,1.8656,104,1
1,3,2.994,78.5,2
1,3,1.1364,71,2
1,3,2.0165,73,2
1,3,1.6631,79,2
1,3,2.0908,88,2
1,3,1.8985,91,1
1,3,1.6029,97,1
1,3,1.6152,99.5,1
1,3,1.7132,87.5,2
1,3,2.0263,84.5,2
1,3,1.9986,92.5,1
1,3,1.5521,97.5,1
1,3,2.8688,99.5,1
1,3,1.817,103.5,1
1,3,1.3223,110,1
1,3,2.0263,83.5,2
1,3,1.8398,101.5,1
1,3,2.9059,88.5,2
1,3,2.1187,74.5,2
1,3,2.1388,85,2
1,3,3.2665,88,2
1,3,2.2548,79,2
1,3,1.5895,70,2
1,3,1.6674,84,2
1,3,1.7223,107,1
1,3,1.3463,108.5,1
1,3,2.1382,91,1
1,3,1.845,105.5,1
1,3,2.0714,107.5,1
1,3,1.626,93.5,1
1,3,2.5515,97,1
1,3,1.9448,80.5,2
1,3,1.4533,75.5,2
1,3,1.7793,72,2
1,3,1.0983,71.5,2
1,3,1.423,73.5,2
1,3,1.5068,71.5,2
1,3,2.2576,99,1
1,3,1.6168,72,2
1,3,1.6601,75,2
1,3,1.5529,87,2
1,3,1.3926,77,2
1,3,1.4377,76,2
1,3,1.414,94,1
1,3,1.3982,96.5,1
1,3,1.418,96,1
1,3,1.4419,105,1
1,3,1.6672,86.5,2
1,3,1.2437,74,2
1,3,1.2957,110,1
1,3,1.1282,100.5,1
1,3,1.528,79.5,2
1,3,1.398,101,1
1,4,1.9615,98.5,1
1,4,2.9421,89.5,2
1,4,2.4777,73.5,2
1,4,1.963,91.5,1
1,4,4.2532,105.5,1
1,4,3.9897,95,1
1,4,1.1568,78.5,2
1,4,1.4001,76,2
1,4,1.6154,101.5,1
1,4,1.1941,71,2
1,4,1.5188,80.5,2
1,4,2.5791,81.5,2
1,4,1.496,105,1
1,4,1.7952,106,1
1,4,1.3613,70.5,2
1,4,2.0797,93,1
1,4,0.0249,109,1
1,4,1.4644,98,1
1,4,1.1866,102,1
1,4,1.561,104.5,1
1,4,1.6238,84.5,2
1,4,1.6531,92,1
1,4,1.5599,82.5,2
1,4,1.968,108.5,1
1,4,1.2493,96.5,1
1,4,1.1994,103,1
1,4,1.6526,77.5,2
1,4,1.2304,94,1
1,4,1.0019,86,2
1,4,0.9555,94.5,1
1,4,0.9504,74.5,2
1,4,0.6931,81,2
1,4,1.2563,85,2
1,4,1.2477,80,2
1,4,0.9052,83.5,2
1,4,1.5883,70,2
1,4,0.9729,73,2
1,4,2.0143,108,1
1,4,1.1618,92,1
1,4,1.078,77.5,2
1,4,1.4792,106.5,1
1,4,1.9421,95,1
1,4,1.8972,82,2
1,4,1.6571,87,2
1,4,2.4427,109.5,1
1,4,2.7448,82.5,2
1,4,1.6819,100.5,1
1,4,1.0703,102,1
1,4,2.181,89,2
1,4,1.042,78,2
1,4,1.7408,90.5,1
1,4,1.6208,79.5,2
1,4,0.9557,72.5,2
1,4,1.1103,109,1
1,4,1.3961,102.5,1
1,4,1.48,106,1
1,4,1.4731,84,2
1,4,1.5223,81,2
1,4,1.7265,96,1
1,4,2.5955,104,1
1,4,1.0684,106.5,1
1,4,0.93,100,1
1,4,1.4183,72.5,2
1,4,1.4374,85.5,2
1,4,1.3597,107,1
1,4,2.6134,95.5,1
1,4,1.1633,87.5,2
1,4,2.7946,94.5,1
1,4,1.0566,103.5,1
1,4,1.6028,92.5,1
1,4,1.039,70.5,2
1,4,1.4899,75.5,2
1,4,1.0977,108,1
1,4,1.8044,102.5,1
1,4,2.1193,75,2
1,4,2.3679,99,1
1,4,1.3451,97.5,1
1,4,1.4905,86,2
1,4,1.0619,107.5,1
1,4,1.646,74,2
1,4,0.9583,98.5,1
1,4,0.9635,101,1
1,4,1.0091,77,2
1,4,1.3856,76.5,2
1,4,1.3187,86.5,2
1,4,1.3559,100,1
1,4,1.5725,78,2
1,4,1.1095,93.5,1
1,4,0.9795,95.5,1
1,4,1.4817,103,1
1,4,1.566,81.5,2
1,4,2.009,83,2
1,4,1.2532,76.5,2
1,4,1.0739,82,2
1,4,1.7995,88.5,2
1,4,1.3996,83,2
1,4,1.0585,98,1
1,4,1.1673,80,2
1,4,1.4237,104.5,1
1,4,1.5007,104,1
1,4,1.0937,78.5,2
1,4,0.7934,71,2
1,4,0.8626,73,2
1,4,1.3076,79,2
1,4,0.9396,88,2
1,4,2.3843,91,1
1,4,1.209,97,1
1,4,0.9924,99.5,1
1,4,1.3954,84.5,2
1,4,1.6104,92.5,1
1,4,2.2119,97.5,1
1,4,1.304,99.5,1
1,4,0.9353,103.5,1
1,4,1.5734,110,1
1,4,1.2891,83.5,2
1,4,1.0835,101.5,1
1,4,1.5317,88.5,2
1,4,1.3026,74.5,2
1,4,1.2058,85,2
1,4,1.1734,88,2
1,4,1.0051,79,2
1,4,1.192,70,2
1,4,1.0355,84,2
1,4,1.4717,107,1
1,4,0.9841,108.5,1
1,4,2.3181,91,1
1,4,1.3082,105.5,1
1,4,0.9025,107.5,1
1,4,1.6638,93.5,1
1,4,0.9495,97,1
1,4,1.473,80.5,2
1,4,1.4753,75.5,2
1,4,1.4496,72,2
1,4,1.1879,71.5,2
1,4,1.1094,73.5,2
1,4,1.6822,71.5,2
1,4,1.6292,99,1
1,4,3.4819,72,2
1,4,1.4125,75,2
1,4,1.1941,87,2
1,4,1.4056,77,2
1,4,1.5942,76,2
1,4,2.1095,94,1
1,4,1.4182,96.5,1
1,4,1.8054,96,1
1,4,1.3374,105,1
1,4,1.5425,86.5,2
1,4,1.6752,74,2
1,4,1.5718,110,1
1,4,0.8028,100.5,1
1,4,1.0519,79.5,2
1,4,1.1754,101,1
1,5,2.083071456,98.5,1
1,5,2.04041058,89.5,2
1,5,2.061638777,73.5,2
1,5,2.359382086,91.5,1
1,5,1.710169944,105.5,1
1,5,3.147950132,109.5,1
1,5,1.242284909,89,2
1,5,1.654963401,93,1
1,5,1.263954258,95,1
1,5,1.194134156,78.5,2
1,5,1.158924248,76,2
1,5,0.989337052,101.5,1
1,5,1.056059036,71,2
1,5,0.997218544,80.5,2
1,5,1.544541005,81.5,2
1,5,0.721707129,105,1
1,5,1.032599168,106,1
1,5,1.123017318,70.5,2
1,5,1.451150125,93,1
1,5,1.140824632,109,1
1,5,1.239147514,98,1
1,5,1.242042393,102,1
1,5,1.049121979,104.5,1
1,5,0.954467596,84.5,2
1,5,1.896307372,92,1
1,5,1.719154393,82.5,2
1,5,1.87751224,108.5,1
1,5,1.162556999,96.5,1
1,5,4.179876368,89.5,2
1,5,0.934378787,103,1
1,5,1.012620435,77.5,2
1,5,1.247661393,94,1
1,5,1.010263852,86,2
1,5,2.086744217,94.5,1
1,5,0.949763926,74.5,2
1,5,1.612405204,81,2
1,5,1.04938084,85,2
1,5,0.793619665,80,2
1,5,1.127766564,83.5,2
1,5,6.749385632,70,2
1,5,1.257445383,73,2
1,5,1.060104202,108,1
1,5,1.850448586,92,1
1,5,0.825743753,77.5,2
1,5,0.729575137,106.5,1
1,5,1.216621743,95,1
1,5,0.912845736,82,2
1,5,1.552510228,87,2
1,5,1.438733645,109.5,1
1,5,3.388543264,82.5,2
1,5,4.66876622,100.5,1
1,5,2.256191477,102,1
1,5,2.969929504,90.5,1
1,5,1.230873073,78,2
1,5,1.47662665,91.5,1
1,5,3.339590309,90.5,1
1,5,1.430526481,79.5,2
1,5,5.17076619,72.5,2
1,5,1.158793231,109,1
1,5,1.283696758,102.5,1
1,5,1.077783215,106,1
1,5,1.228617995,84,2
1,5,0.848727105,81,2
1,5,2.422946618,96,1
1,5,1.024092471,104,1
1,5,0.888259739,106.5,1
1,5,0.858894962,100,1
1,5,0.934728894,72.5,2
1,5,1.160894321,85.5,2
1,5,0.767824608,107,1
1,5,1.218038971,95.5,1
1,5,1.05808237,87.5,2
1,5,2.373089153,94.5,1
1,5,2.679422196,103.5,1
1,5,1.31314648,92.5,1
1,5,1.475044175,70.5,2
1,5,2.747162417,75.5,2
1,5,0.932253014,108,1
1,5,1.071935011,102.5,1
1,5,0.910213459,75,2
1,5,1.817524543,99,1
1,5,0.889837028,97.5,1
1,5,1.122395481,86,2
1,5,5.266281168,107.5,1
1,5,1.219833108,74,2
1,5,0.975007118,98.5,1
1,5,1.24627596,101,1
1,5,1.045609556,77,2
1,5,2.380921697,76.5,2
1,5,1.217524902,85.5,2
1,5,2.916993463,86.5,2
1,5,1.042307998,100,1
1,5,1.435428193,78,2
1,5,1.15921929,93.5,1
1,5,1.318518411,95.5,1
1,5,1.111649251,103,1
1,5,1.233987368,81.5,2
1,5,1.067059187,83,2
1,5,0.962929421,76.5,2
1,5,0.946120888,82,2
1,5,2.250765331,88.5,2
1,5,1.133086909,83,2
1,5,1.154690008,98,1
1,5,1.159510234,80,2
1,5,0.958743353,104.5,1
1,5,0.915735472,104,1
1,5,1.293268318,78.5,2
1,5,0.963708267,71,2
1,5,0.801538364,73,2
1,5,0.970120906,79,2
1,5,1.04350156,88,2
1,5,2.006861948,91,1
1,5,1.371723479,97,1
1,5,1.016317508,99.5,1
1,5,1.327200074,87.5,2
1,5,3.821639425,84.5,2
1,5,0.903766368,92.5,1
1,5,1.393664377,97.5,1
1,5,1.039429638,99.5,1
1,5,1.276099604,103.5,1
1,5,1.071801164,110,1
1,5,1.159751001,83.5,2
1,5,0.781156562,101.5,1
1,5,1.250712933,88.5,2
1,5,0.968595025,74.5,2
1,5,1.050833408,85,2
1,5,0.988208397,88,2
1,5,1.576208623,79,2
1,5,1.398254148,70,2
1,5,0.819388884,84,2
1,5,1.132077691,107,1
1,5,0.880934183,108.5,1
1,5,1.741836386,91,1
1,5,0.874443261,105.5,1
1,5,0.947821234,107.5,1
1,5,1.066788298,93.5,1
1,5,1.105116432,97,1
1,5,0.877645652,80.5,2
1,5,0.914408566,75.5,2
1,5,1.118289343,72,2
1,5,0.796534538,71.5,2
1,5,2.466259601,73.5,2
1,5,1.680786776,71.5,2
1,5,0.909434056,99,1
1,5,1.020517249,72,2
1,5,0.800159419,75,2
1,5,1.037918161,87,2
1,5,0.866525827,77,2
1,5,0.88211998,76,2
1,5,1.445071162,94,1
1,5,0.925606584,96.5,1
1,5,0.924505981,96,1
1,5,0.833215334,105,1
1,5,0.767222207,86.5,2
1,5,0.783620122,74,2
1,5,1.409438793,110,1
1,5,1.166510084,100.5,1
1,5,0.962762556,79.5,2
1,5,0.770122829,101,1
1,6,0.989293006,98.5,1
1,6,1.095980831,73.5,2
1,6,6.02069238,91.5,1
1,6,1.26338964,105.5,1
1,6,0.931174563,109.5,1
1,6,2.304728181,93,1
1,6,1.672046335,95,1
1,6,1.585319888,78.5,2
1,6,1.079543222,76,2
1,6,1.17639722,101.5,1
1,6,1.472892211,71,2
1,6,1.058551307,80.5,2
1,6,1.235574493,81.5,2
1,6,0.937443309,105,1
1,6,6.164294528,106,1
1,6,2.635296365,70.5,2
1,6,1.092166023,93,1
1,6,1.169875889,109,1
1,6,0.890908909,98,1
1,6,1.282132887,102,1
1,6,1.049253326,104.5,1
1,6,1.424783339,84.5,2
1,6,5.429629063,92,1
1,6,3.713028825,82.5,2
1,6,1.232626368,108.5,1
1,6,1.063536595,96.5,1
1,6,4.326356496,103,1
1,6,1.683549798,77.5,2
1,6,1.064664766,94,1
1,6,1.37361306,86,2
1,6,3.432347972,94.5,1
1,6,1.141256263,74.5,2
1,6,1.051708707,81,2
1,6,1.057557577,85,2
1,6,5.875760645,80,2
1,6,5.747388563,83.5,2
1,6,1.438508923,70,2
1,6,1.295896664,73,2
1,6,9.457304685,108,1
1,6,8.084370553,92,1
1,6,0.856281805,77.5,2
1,6,0.828687616,106.5,1
1,6,5.748497,95,1
1,6,1.886911658,82,2
1,6,2.365323901,87,2
1,6,7.726640824,109.5,1
1,6,1.225195876,82.5,2
1,6,1.212679887,100.5,1
1,6,0.875270317,102,1
1,6,2.815170742,90.5,1
1,6,1.492361121,89,2
1,6,1.362142104,78,2
1,6,1.044206693,79.5,2
1,6,1.028290139,72.5,2
1,6,1.024132557,109,1
1,6,1.19847274,102.5,1
1,6,0.909429933,106,1
1,6,0.928339243,84,2
1,6,1.184125997,81,2
1,6,1.241601807,96,1
1,6,0.930959111,104,1
1,6,0.879635699,106.5,1
1,6,0.847933554,100,1
1,6,0.873175626,72.5,2
1,6,0.983532643,85.5,2
1,6,0.810589092,107,1
1,6,1.052363049,95.5,1
1,6,0.772338758,87.5,2
1,6,3.715296986,94.5,1
1,6,1.063586859,103.5,1
1,6,0.958212413,92.5,1
1,6,1.170607699,70.5,2
1,6,1.548448594,75.5,2
1,6,0.947546568,108,1
1,6,5.639885572,102.5,1
1,6,1.568758642,75,2
1,6,1.405494793,99,1
1,6,1.179854286,97.5,1
1,6,0.866545668,86,2
1,6,1.226308041,107.5,1
1,6,1.260199014,74,2
1,6,1.232959673,98.5,1
1,6,1.360098059,101,1
1,6,1.119439069,77,2
1,6,1.914658029,76.5,2
1,6,2.239843298,85.5,2
1,6,1.050057517,86.5,2
1,6,0.941893591,100,1
1,6,1.64196405,78,2
1,6,1.405438225,95.5,1
1,6,1.002124225,103,1
1,6,1.823252634,81.5,2
1,6,1.691289653,83,2
1,6,0.855781732,76.5,2
1,6,1.426500221,82,2
1,6,2.121573234,88.5,2
1,6,1.091183771,83,2
1,6,1.141959453,98,1
1,6,1.332397506,80,2
1,6,1.645770104,104.5,1
1,6,1.172209798,104,1
1,6,2.019372826,78.5,2
1,6,0.914963487,71,2
1,6,1.015895029,73,2
1,6,0.998775366,79,2
1,6,1.998829567,88,2
1,6,3.496161997,91,1
1,6,1.520701839,97,1
1,6,1.306516593,99.5,1
1,6,1.299876685,87.5,2
1,6,2.964618543,84.5,2
1,6,1.260922126,92.5,1
1,6,1.604623216,97.5,1
1,6,3.261143113,99.5,1
1,6,0.863002465,103.5,1
1,6,0.831178594,110,1
1,6,1.371072136,83.5,2
1,6,1.023136163,101.5,1
1,6,4.326329345,88.5,2
1,6,1.273854372,74.5,2
1,6,0.96690076,85,2
1,6,1.307752607,88,2
1,6,0.806535915,79,2
1,6,0.96444503,70,2
1,6,8.655711136,84,2
1,6,0.99285072,107,1
1,6,2.147839621,108.5,1
1,6,0.99211553,105.5,1
1,6,1.158946393,107.5,1
1,6,2.628484291,97,1
1,6,3.775948912,80.5,2
1,6,1.342038589,75.5,2
1,6,1.156179318,72,2
1,6,0.888098576,71.5,2
1,6,0.851911772,73.5,2
1,6,0.861520057,71.5,2
1,6,4.042452131,99,1
1,6,1.086364049,72,2
1,6,0.977935078,75,2
1,6,1.061848559,87,2
1,6,0.850204129,77,2
1,6,1.035019137,76,2
1,6,1.292909306,94,1
1,6,1.33518648,96.5,1
1,6,1.068008088,96,1
1,6,3.802324433,105,1
1,6,1.472597917,86.5,2
1,6,0.734248436,74,2
1,6,0.943962518,110,1
1,6,1.252038536,100.5,1
1,6,0.730302546,79.5,2
1,6,1.016542086,101,1
1,7,1.838005558,98.5,1
1,7,5.861750633,89.5,2
1,7,3.349218714,73.5,2
1,7,2.580898822,91.5,1
1,7,6.099043335,105.5,1
1,7,1.331305195,109.5,1
1,7,3.739545941,89,2
1,7,2.710667034,93,1
1,7,2.190897053,95,1
1,7,1.763332034,78.5,2
1,7,2.761488006,76,2
1,7,2.420612444,101.5,1
1,7,2.475271024,71,2
1,7,1.454145035,80.5,2
1,7,4.758734852,81.5,2
1,7,2.851135807,105,1
1,7,1.492462123,106,1
1,7,1.770152848,70.5,2
1,7,2.675700598,93,1
1,7,1.572032447,109,1
1,7,1.507217585,98,1
1,7,1.313343511,102,1
1,7,2.029086446,104.5,1
1,7,2.55144299,84.5,2
1,7,3.016487636,92,1
1,7,6.131718611,82.5,2
1,7,1.499026511,108.5,1
1,7,2.272033395,96.5,1
1,7,3.466983801,89.5,2
1,7,2.440160225,103,1
1,7,4.250253902,77.5,2
1,7,2.973400956,94,1
1,7,1.631941795,86,2
1,7,3.422929237,94.5,1
1,7,1.778124703,74.5,2
